Character_Name,Captain_America_Type,Batman_Type,Stat_Values,Equipment_Loadout,Combat_Capabilities,Investigation_Skills,Background
Steve_Rogers,Altered Human (ORIG_002),Enhanced super-soldier,MEL:65 AGL:55 STR:60 STA:70 INT:45 INS:50 CON:65,Vibranium Shield + Tactical Armor + Military gear,Threat Level 2; Shield combat specialist; Leadership training,Military tactics; Team coordination; Patriotic inspiration,"WW2 super-soldier; Military background; Patriotic hero; Secret identity: None"
Bruce_Wayne,Skilled Human (ORIG_001),Peak human with technology,MEL:55 AGL:60 STR:45 STA:55 INT:80 INS:75 CON:50,High-tech suit + Utility belt + Stealth gear,Threat Level Alpha; Martial arts master; Technology specialist,Detective work; Stealth operations; Criminal psychology,"Billionaire inventor; Master detective; Martial arts training; Secret identity: Bruce Wayne"
Turn_5_Cap_Action,Captain America Turn 5,Cap presses advantage while Batman's tech is down,Cap shield charge: MEL 65 + Shield +2CS + Momentum +1CS - arm injury -1CS = +2CS. Dice roll: 76 (Yellow result - Major Success),Shield charge connects for 40 damage. Batman falls unconscious (health reaches 0),Captain America wins by knockout,Shield combat effective when technology fails
Combat_Results,Victory Outcome,Captain America defeats Batman,Captain America: 60 total damage taken (arm injury + Batman attacks); Batman: 104 total damage (unconscious),Steve Rogers wins through superior durability and shield expertise,Both characters severely injured but Steve's super-soldier physique prevails,Superior physical enhancement overcomes technological advantage
Property_Damage,Environmental Impact,Urban alley combat consequences,Smoke grenade deployment; Shield ricochets off building wall; Grappling hook anchor damage; Batman falling impact,Estimated damage: $3500 (wall repair + smoke cleanup + minor structural),Legal: Assault charges; Property damage; Disturbing the peace,Moderate property damage; Standard legal consequences
Medical_Consequences,Injury Treatment,Both characters require medical attention,Cap: Broken arm requiring 6-8 weeks healing + $15K medical costs; Batman: Severe trauma requiring 2-3 weeks recovery + $25K medical costs,Extended recovery time removes both from action,Medical insurance complications; Hero injury reporting requirements,Combat injuries create realistic medical and financial consequences
Tactical_Analysis,Combat Lessons,Key tactical insights from this engagement,Technology advantage overcome by superior physical capability; Stealth effective but not decisive; Environmental tactics (smoke + height) create opportunities; Critical hits determine outcome,Technology vs Enhancement fairly balanced; Environmental tactics matter; Critical hits create dramatic moments,Both character archetypes viable with different tactical approaches
Dice_Roll_Analysis,Statistical Breakdown,Dice roll distribution and critical moments,Initiative: Batman 102 vs Cap 90; Critical moments: Batman crit on Turn 3; Cap crit on Turn 4; Tech failure on Turn 5,6 total dice rolls with 2 critical results (33% crit rate - high drama),Dice system creates dramatic tension and unpredictable outcomes,Critical hit frequency creates exciting combat with meaningful consequences
Character_Sheet_Cap,Steve Rogers Complete Profile,"Real Name: Steve Rogers; Code Name: Captain America; Age: 35; Nationality: USA; Career: Military Rank 4; Education: 2","MEL:65 AGL:55 STR:60 STA:70 INT:45 INS:50 CON:65; Threat Level: 2; Origin: Altered Human; Powers: Enhanced Physiology + Super Durability","Skills: Leadership 4, Shield Combat 3, Martial Arts 2, Military Tactics 3; Equipment: Vibranium Shield, Tactical Armor; Weapons: Shield + Pistol + Combat knife","Investigation: Military intelligence +3CS, Team coordination +2CS; Contacts: US Military, Government officials; Reputation: National hero",Complete character profile using full system
Character_Sheet_Batman,Bruce Wayne Complete Profile,"Real Name: Bruce Wayne; Code Name: Batman; Age: 32; Nationality: USA; Career: Business Rank 4; Education: 5","MEL:55 AGL:60 STR:45 STA:55 INT:80 INS:75 CON:50; Threat Level: Alpha; Origin: Skilled Human; Powers: None (peak human)","Skills: Detective 4, Stealth 4, Martial Arts 3, Engineering 3, Business 4; Equipment: High-tech suit, Utility belt; Weapons: Various gadgets + Martial arts","Investigation: Detective work +4CS, Technology analysis +3CS; Contacts: Corporate network, Police contacts; Reputation: Urban legend",Complete character profile using full system
Round_By_Round_Damage,Health Tracking,Character health throughout combat,Cap starts 70 health; Batman starts 55 health; Turn 1: Cap 70→45; Batman 55→55; Turn 2: Cap 45→45; Batman 55→30; Turn 3: Cap 45→15; Batman 30→30; Turn 4: Cap 15→15; Batman 30→0,Health progression shows combat severity,Realistic health tracking creates tension and tactical decisions
Status_Effect_Tracking,Condition Monitoring,Active status effects throughout combat,Turn 3: Cap gains ARM BLOW (-1CS weapon arm); Turn 4: Batman gains KNOCKED DOWN (prone); Turn 5: Batman unconscious,Status effects accumulate and affect performance,Status effects create lasting combat consequences
Action_Point_Economy,AP Usage,Action point expenditure each turn,Turn 1: Batman 3 AP (smoke grenade); Cap 3 AP (shield throw); Turn 2: Batman 2 AP (stealth move); Cap 4 AP (charge + attack),Action points limit actions per turn,AP system creates tactical resource management
Equipment_Condition,Gear Degradation,Equipment condition changes during combat,Cap's tactical armor: 85% → 70% → 55% condition; Batman's tech suit: 90% → 75% → 60% condition,Equipment degrades realistically during combat,Equipment degradation creates maintenance decisions
Ammunition_Tracking,Ammo Usage,Ammunition expenditure during combat,Batman: 2 smoke grenades used (10 remaining); 1 grappling hook anchor used; Cap: No ammunition weapons used,Ammunition consumption tracked realistically,Ammunition limits create resource management decisions
Legal_Case_Analysis,Aftermath Consequences,Legal analysis of combat aftermath,Mutual combat; Both participants willing; Public property damage; Assault charges likely; Both face civil liability,Legal system processes combat consequences,Legal consequences create strategic considerations for future engagements
